,genre
8948,rock
416,rock
10117,classical
2735,dance
3827,metal
706,dance
9074,blues
6568,blues
4444,rock
11523,acoustic
647,classical
8615,classical
6990,techno
6399,pop
257,jazz
11652,country
11541,acoustic
4083,blues
7151,country
9408,rock
2167,country
2608,classical
9497,techno
4619,classical
7192,country
5423,rock
9953,techno
8614,classical
5474,techno
3909,rock
767,jazz
9993,techno
6774,jazz
3196,country
6274,jazz
7128,classical
3494,techno
11705,dance
9983,techno
9305,metal
3493,techno
2230,dance
4342,metal
11395,pop
9267,jazz
992,techno
7067,blues
2528,acoustic
610,classical
4475,techno
6140,classical
4839,metal
4244,dance
5244,dance
9646,classical
278,jazz
7914,rock
2353,pop
6564,blues
11785,jazz
6726,dance
893,pop
2276,jazz
9743,dance
1992,techno
1768,jazz
10458,techno
8160,country
2931,rock
5028,acoustic
4639,classical
11222,dance
4948,rock
3286,jazz
9559,blues
9494,techno
8660,country
64,blues
3267,jazz
11775,jazz
9567,blues
2805,metal
10988,techno
693,country
11908,rock
8674,country
7212,dance
2515,acoustic
5183,country
10331,metal
72,blues
395,pop
8511,acoustic
8837,metal
8734,dance
3903,rock
11402,rock
8322,metal
4330,metal
11074,blues
3192,country
398,pop
5725,dance
743,dance
727,dance
100,classical
6597,blues
6461,techno
11565,blues
6985,techno
2185,country
6928,rock
4819,metal
1747,dance
1202,dance
3722,dance
1498,techno
10372,pop
6863,pop
6003,acoustic
1701,dance
9750,jazz
5211,dance
11626,classical
3027,acoustic
1405,rock
10500,acoustic
1048,acoustic
5927,rock
85,blues
3290,jazz
7355,pop
8825,metal
8482,techno
2934,rock
8037,acoustic
253,jazz
703,dance
7720,dance
8406,rock
9967,techno
719,dance
8892,pop
415,rock
2649,classical
2658,country
391,pop
738,dance
3001,acoustic
4845,metal
8328,metal
4159,country
8961,techno
9107,classical
2559,blues
3962,techno
7416,rock
5912,rock
35,acoustic
10723,dance
9359,pop
8320,metal
849,metal
10910,rock
7402,rock
5472,techno
7440,rock
7041,acoustic
5228,dance
9724,dance
222,dance
4194,country
689,country
11496,techno
271,jazz
4753,jazz
8976,techno
3740,dance
11278,jazz
1115,classical
10430,rock
7746,dance
10699,country
1264,jazz
4084,blues
5014,acoustic
7191,country
1029,acoustic
10203,dance
11282,jazz
7000,acoustic
2435,rock
3179,country
2191,country
2886,pop
3066,blues
26,acoustic
2684,country
11913,rock
3039,acoustic
1062,blues
1061,blues
2405,rock
4995,techno
2715,dance
1640,classical
5774,jazz
10646,classical
10811,metal
4601,classical
1037,acoustic
9731,dance
10120,classical
6623,classical
902,rock
5468,techno
7385,pop
9528,acoustic
602,classical
3690,country
1651,country
5323,metal
2344,metal
328,metal
7110,classical
3152,country
5590,blues
1972,techno
4496,techno
5932,rock
531,acoustic
1720,dance
9873,pop
6258,jazz
5735,dance
9459,techno
7886,pop
11744,dance
6900,rock
3261,jazz
1314,metal
4095,blues
5668,country
2449,rock
8306,metal
11095,blues
10891,pop
8805,metal
4015,acoustic
6182,country
10325,metal
2809,metal
5588,blues
4152,country
6634,classical
1394,pop
853,pop
7768,jazz
2712,dance
943,rock
11522,acoustic
6747,dance
2058,blues
8566,blues
1943,rock
5230,dance
8413,rock
10130,classical
6049,acoustic
10902,rock
9436,rock
10188,country
1070,blues
8340,metal
3155,country
9639,classical
47,acoustic
11471,techno
11285,jazz
5708,dance
3016,acoustic
9399,pop
4279,jazz
8812,metal
333,metal
4508,acoustic
5736,dance
2317,metal
10884,pop
11531,acoustic
4440,rock
7450,techno
7681,country
11446,rock
1222,dance
181,country
5026,acoustic
3087,blues
469,techno
8146,classical
7579,blues
6310,metal
7382,pop
1954,techno
4844,metal
8746,dance
10122,classical
10267,jazz
11288,jazz
8724,dance
8335,metal
10271,jazz
1002,acoustic
11642,classical
9803,metal
9420,rock
276,jazz
283,jazz
6117,classical
1452,techno
3846,metal
11300,metal
4271,jazz
3005,acoustic
8458,techno
10635,classical
1886,pop
1229,dance
2257,jazz
5580,blues
7218,dance
2621,classical
9872,pop
8240,dance
1471,techno
836,metal
694,country
1360,pop
8833,metal
677,country
4156,country
1844,metal
4,acoustic
8834,metal
8096,blues
6233,dance
8380,pop
3345,metal
1387,pop
459,techno
2516,acoustic
9511,acoustic
11886,pop
4039,acoustic
4983,techno
3145,classical
11477,techno
5341,metal
10762,jazz
6915,rock
7522,acoustic
9592,blues
2201,dance
10704,dance
10633,classical
3225,dance
4808,metal
10183,country
7167,country
10093,blues
479,techno
3443,rock
7014,acoustic
8034,acoustic
9067,blues
9610,classical
11811,metal
9586,blues
3120,classical
11008,acoustic
9735,dance
1464,techno
3181,country
8196,country
2518,acoustic
1281,jazz
3509,acoustic
11900,rock
4266,jazz
10303,metal
11586,blues
10005,acoustic
7877,pop
8668,country
4723,dance
11309,metal
7682,country
8863,pop
10911,rock
7319,metal
781,jazz
2039,acoustic
5435,rock
3504,acoustic
6507,acoustic
6450,techno
7954,techno
5387,pop
11793,jazz
10024,acoustic
7760,jazz
11241,dance
5677,country
5541,acoustic
683,country
1524,acoustic
7443,rock
4980,techno
11885,pop
10250,jazz
10796,jazz
9968,techno
9615,classical
6859,pop
3119,classical
7824,metal
4395,pop
8993,techno
8597,blues
575,blues
5032,acoustic
638,classical
6413,rock
9835,metal
11330,metal
1636,classical
11883,pop
1291,jazz
1472,techno
5419,rock
4589,blues
10110,classical
11840,metal
10448,rock
7969,techno
3536,acoustic
4304,metal
9633,classical
8141,classical
11925,rock
6184,country
5143,classical
4530,acoustic
2966,techno
42,acoustic
10512,acoustic
4122,classical
5400,rock
10204,dance
4562,blues
4487,techno
3407,rock
9701,dance
3240,dance
9852,pop
2577,blues
4842,metal
10938,rock
218,dance
10664,country
8921,rock
4537,acoustic
11249,dance
11296,jazz
3383,pop
11191,country
3524,acoustic
6183,country
11339,metal
4533,acoustic
2607,classical
2145,classical
5831,metal
7686,country
6713,dance
1760,jazz
7676,country
6751,jazz
5930,rock
5362,pop
11982,techno
10087,blues
4962,techno
6638,classical
8608,classical
5337,metal
659,country
8452,techno
751,jazz
6018,acoustic
10175,country
2838,metal
5325,metal
9094,blues
3792,jazz
6573,blues
7925,rock
6114,classical
6221,dance
2630,classical
10614,classical
1566,blues
1937,rock
11516,acoustic
10615,classical
4935,rock
5204,dance
4396,pop
9265,jazz
5644,classical
1456,techno
6208,dance
11311,metal
718,dance
1915,rock
11043,acoustic
4334,metal
9450,techno
6313,metal
9508,acoustic
4986,techno
3920,rock
4165,country
9016,acoustic
11761,jazz
3616,classical
11734,dance
3796,jazz
2486,techno
6199,country
5765,jazz
11279,jazz
4071,blues
4615,classical
10518,acoustic
2522,acoustic
11066,blues
7761,jazz
4239,dance
2803,metal
2921,rock
3845,metal
3597,blues
1515,acoustic
1852,pop
3308,metal
6684,country
6820,metal
3177,country
10420,rock
6502,acoustic
2238,dance
8684,country
8303,metal
4754,jazz
4257,jazz
5626,classical
8024,acoustic
5235,dance
6379,pop
5770,jazz
7259,jazz
8982,techno
11388,pop
11576,blues
8147,classical
4010,acoustic
1151,country
6670,country
2386,pop
2114,classical
4580,blues
1465,techno
5544,acoustic
7183,country
290,jazz
2163,country
9919,rock
11757,jazz
8195,country
5134,classical
9688,country
3146,classical
6404,rock
6504,acoustic
2090,blues
10763,jazz
6189,country
9977,techno
1881,pop
2816,metal
11518,acoustic
8503,acoustic
8088,blues
3832,metal
1691,country
11187,country
2845,metal
631,classical
7534,acoustic
6235,dance
11028,acoustic
4418,rock
11733,dance
4673,country
2419,rock
10361,pop
6107,classical
1803,metal
6586,blues
7840,metal
8655,country
592,blues
8551,blues
10558,blues
9598,blues
5528,acoustic
1523,acoustic
3783,jazz
3819,metal
1708,dance
8696,country
4463,techno
385,pop
4597,blues
6785,jazz
5275,jazz
9673,country
7032,acoustic
5118,classical
6630,classical
3510,acoustic
3217,dance
4922,rock
9109,classical
11719,dance
10277,jazz
5963,techno
9485,techno
1662,country
9840,metal
2991,techno
2129,classical
10893,pop
4591,blues
3604,classical
1363,pop
321,metal
6181,country
3881,pop
10534,acoustic
11849,metal
3237,dance
11188,country
1197,country
2214,dance
483,techno
10555,blues
3805,metal
5598,blues
11473,techno
6836,metal
7765,jazz
9671,country
22,acoustic
3700,dance
5286,jazz
2060,blues
5373,pop
7543,acoustic
3086,blues
5388,pop
8204,dance
9988,techno
8086,blues
7998,techno
10661,country
420,rock
3356,pop
1841,metal
6539,acoustic
173,country
10083,blues
7193,country
3150,country
6277,jazz
98,blues
3362,pop
7278,jazz
4712,dance
964,techno
468,techno
8904,rock
1007,acoustic
2280,jazz
8686,country
6952,techno
5852,pop
8039,acoustic
1840,metal
7113,classical
3844,metal
6376,pop
9607,classical
11570,blues
8745,dance
10587,blues
10752,jazz
5202,dance
1124,classical
7882,pop
2586,blues
9241,dance
9405,rock
11556,blues
444,rock
5136,classical
6962,techno
10674,country
3743,dance
179,country
1177,country
3391,pop
5908,rock
4638,classical
5013,acoustic
8808,metal
5546,acoustic
8293,jazz
10903,rock
6814,metal
8879,pop
6778,jazz
6333,metal
491,techno
3114,classical
2947,rock
1213,dance
3546,acoustic
4600,classical
2836,metal
9381,pop
8455,techno
3368,pop
10367,pop
428,rock
11981,techno
8658,country
4858,pop
6753,jazz
4729,dance
10977,techno
1193,country
11815,metal
7856,pop
10171,country
8253,jazz
9276,jazz
211,dance
9250,jazz
951,techno
7626,classical
4211,dance
9856,pop
7806,metal
9294,jazz
9372,pop
10324,metal
7481,techno
7394,pop
9939,rock
2694,country
724,dance
11238,dance
5993,techno
1970,techno
4296,jazz
9733,dance
1212,dance
2154,country
11337,metal
8100,classical
6907,rock
2558,blues
3601,classical
3658,country
6921,rock
10840,metal
2557,blues
7310,metal
1908,rock
3516,acoustic
242,dance
3165,country
8971,techno
11233,dance
3804,metal
8625,classical
10260,jazz
6497,techno
6534,acoustic
8999,techno
9972,techno
11809,metal
8896,pop
6692,country
11615,classical
10921,rock
7515,acoustic
11467,techno
4703,dance
3006,acoustic
872,pop
10352,pop
4696,country
10684,country
6891,pop
11310,metal
5897,pop
4369,pop
1289,jazz
6718,dance
5954,techno
5916,rock
8202,dance
6510,acoustic
4202,dance
7334,metal
916,rock
6380,pop
10097,blues
1496,techno
1926,rock
2128,classical
787,jazz
8588,blues
11333,metal
8679,country
8631,classical
4550,blues
11517,acoustic
2900,rock
295,jazz
1756,jazz
4525,acoustic
1682,country
5596,blues
5246,dance
6661,country
2047,acoustic
4230,dance
3532,acoustic
8933,rock
9638,classical
1078,blues
7449,rock
10713,dance
11273,jazz
19,acoustic
6841,metal
1173,country
2072,blues
11234,dance
9484,techno
4909,rock
6498,techno
9367,pop
9220,dance
1853,pop
742,dance
5979,techno
11387,pop
3502,acoustic
8818,metal
5034,acoustic
6229,dance
10074,blues
3605,classical
383,pop
8585,blues
45,acoustic
3638,classical
7568,blues
9884,pop
9056,blues
1879,pop
588,blues
9009,acoustic
11789,jazz
6618,classical
11907,rock
7215,dance
11771,jazz
7022,acoustic
4661,country
6293,jazz
4791,jazz
6070,blues
5586,blues
6884,pop
2267,jazz
6334,metal
10645,classical
5126,classical
10520,acoustic
9032,acoustic
7298,jazz
3715,dance
2314,metal
11953,techno
4701,dance
2506,acoustic
5760,jazz
9720,dance
7835,metal
7842,metal
11866,pop
8719,dance
2292,jazz
2670,country
10547,acoustic
1371,pop
1666,country
6349,metal
8208,dance
3051,blues
8988,techno
8457,techno
1132,classical
1263,jazz
9362,pop
4556,blues
2418,rock
11071,blues
8607,classical
4028,acoustic
11666,country
6478,techno
9849,metal
7101,classical
2433,rock
2166,country
11545,acoustic
7498,techno
6924,rock
4949,rock
5261,jazz
8172,country
11993,techno
7641,classical
9438,rock
2132,classical
3892,pop
10164,country
4423,rock
10212,dance
4273,jazz
880,pop
11493,techno
7783,jazz
8874,pop
1538,acoustic
5033,acoustic
7448,rock
7777,jazz
7391,pop
6916,rock
7494,techno
5394,pop
2084,blues
8980,techno
2758,jazz
10647,classical
2035,acoustic
7700,dance
5688,country
2909,rock
5360,pop
1125,classical
5738,dance
1462,techno
10712,dance
839,metal
9280,jazz
10878,pop
5106,classical
10179,country
945,rock
2168,country
7053,blues
8994,techno
11286,jazz
11163,country
7749,dance
3442,rock
8888,pop
521,acoustic
2211,dance
10368,pop
8286,jazz
5364,pop
1834,metal
9707,dance
8045,acoustic
8844,metal
810,metal
5214,dance
5272,jazz
8665,country
10886,pop
927,rock
3303,metal
8305,metal
9769,jazz
2783,jazz
6151,country
5645,classical
8462,techno
6094,blues
4043,acoustic
7695,country
10838,metal
5353,pop
9655,country
2636,classical
9168,country
2645,classical
10947,rock
8872,pop
2351,pop
4394,pop
11248,dance
4910,rock
6663,country
9518,acoustic
460,techno
8889,pop
4840,metal
147,classical
594,blues
7273,jazz
5661,country
1664,country
644,classical
1529,acoustic
84,blues
7266,jazz
10717,dance
6175,country
10067,blues
8421,rock
2218,dance
7860,pop
4651,country
11081,blues
9799,jazz
10106,classical
989,techno
5848,metal
2097,blues
3884,pop
4419,rock
6089,blues
3763,jazz
8373,pop
11917,rock
5120,classical
499,techno
5511,acoustic
4121,classical
11394,pop
3353,pop
3748,dance
2581,blues
6203,dance
7880,pop
11435,rock
10724,dance
2379,pop
9103,classical
10286,jazz
1181,country
11237,dance
6950,techno
4072,blues
8729,dance
10211,dance
8946,rock
750,jazz
999,techno
4947,rock
6931,rock
2212,dance
2266,jazz
9668,country
4956,techno
11254,jazz
2175,country
1116,classical
4952,techno
5966,techno
9825,metal
6519,acoustic
6079,blues
8212,dance
11670,country
929,rock
89,blues
2739,dance
5128,classical
1865,pop
3315,metal
7532,acoustic
10096,blues
8287,jazz
8853,pop
3840,metal
7323,metal
9183,country
8600,classical
2762,jazz
11242,dance
10142,classical
3927,rock
10819,metal
7403,rock
11486,techno
3574,blues
7776,jazz
8334,metal
3430,rock
8849,metal
1108,classical
3402,rock
2105,classical
642,classical
9118,classical
4316,metal
1204,dance
5609,classical
3701,dance
8310,metal
7475,techno
6228,dance
11945,rock
6782,jazz
6136,classical
4181,country
1427,rock
3760,jazz
4838,metal
9052,blues
1824,metal
4672,country
11822,metal
5577,blues
8659,country
6639,classical
2504,acoustic
10869,pop
107,classical
7828,metal
10543,acoustic
2992,techno
6653,country
8891,pop
8397,pop
31,acoustic
6286,jazz
9853,pop
4390,pop
240,dance
9521,acoustic
11994,techno
1744,dance
4676,country
3191,country
11714,dance
11117,classical
9499,techno
8029,acoustic
11842,metal
2408,rock
6722,dance
3682,country
8404,rock
11369,pop
326,metal
5784,jazz
3252,jazz
10808,metal
4528,acoustic
2984,techno
8742,dance
11319,metal
5978,techno
2164,country
9175,country
10837,metal
5011,acoustic
4976,techno
5967,techno
10638,classical
4621,classical
1890,pop
7994,techno
824,metal
67,blues
6261,jazz
5974,techno
11185,country
2707,dance
860,pop
5334,metal
3213,dance
646,classical
5067,blues
3983,techno
3316,metal
8183,country
4966,techno
3090,blues
579,blues
5678,country
9260,jazz
9664,country
3944,rock
7410,rock
1133,classical
835,metal
3318,metal
3246,dance
1256,jazz
6423,rock
10129,classical
5607,classical
6627,classical
11727,dance
4052,blues
627,classical
5873,pop
2823,metal
2390,pop
7285,jazz
7588,blues
612,classical
8027,acoustic
9662,country
8900,rock
6648,classical
9921,rock
7642,classical
6617,classical
8733,dance
8093,blues
5565,blues
361,pop
7258,jazz
9861,pop
3765,jazz
5602,classical
3154,country
5881,pop
6397,pop
11376,pop
9891,pop
11482,techno
895,pop
10098,blues
6971,techno
2784,jazz
1940,rock
5950,techno
7424,rock
192,country
1191,country
2969,techno
1396,pop
112,classical
3772,jazz
7913,rock
10132,classical
7940,rock
4026,acoustic
5620,classical
1280,jazz
10453,techno
11577,blues
4762,jazz
1066,blues
9866,pop
9163,country
9252,jazz
9185,country
8468,techno
11933,rock
9444,rock
3023,acoustic
11641,classical
5721,dance
4785,jazz
1172,country
11756,jazz
5837,metal
1342,metal
9137,classical
6746,dance
11315,metal
8974,techno
4849,metal
1399,pop
8213,dance
9350,pop
11050,blues
759,jazz
6698,country
11852,pop
322,metal
4954,techno
3360,pop
10026,acoustic
518,acoustic
768,jazz
8586,blues
6979,techno
1041,acoustic
10341,metal
10193,country
1245,dance
10184,country
7349,metal
11963,techno
11104,classical
9492,techno
3864,pop
11707,dance
10476,techno
6382,pop
3323,metal
5413,rock
5767,jazz
2186,country
5227,dance
1815,metal
11859,pop
5007,acoustic
3441,rock
2544,acoustic
7624,classical
806,metal
10221,dance
9027,acoustic
2853,pop
2199,country
11559,blues
8117,classical
4867,pop
4950,techno
6307,metal
2601,classical
11589,blues
1352,pop
9309,metal
10288,jazz
3329,metal
3432,rock
3575,blues
8415,rock
9004,acoustic
6173,country
838,metal
9414,rock
5953,techno
2180,country
4775,jazz
2753,jazz
7373,pop
8634,classical
5088,blues
9130,classical
2650,country
5322,metal
6683,country
771,jazz
2800,metal
11303,metal
9248,dance
5042,acoustic
2980,techno
2868,pop
5907,rock
465,techno
9191,country
7046,acoustic
1534,acoustic
5763,jazz
6894,pop
6888,pop
11996,techno
9804,metal
10553,blues
6671,country
11488,techno
9461,techno
6738,dance
5685,country
1692,country
3069,blues
6373,pop
5616,classical
329,metal
5910,rock
5348,metal
9757,jazz
967,techno
2687,country
10214,dance
11195,country
11865,pop
2248,dance
7766,jazz
10736,dance
7688,country
4825,metal
106,classical
7915,rock
11411,rock
2067,blues
5884,pop
3222,dance
8709,dance
5015,acoustic
6547,acoustic
2970,techno
6445,rock
11831,metal
201,dance
1976,techno
11407,rock
640,classical
5097,blues
4572,blues
6239,dance
4595,blues
4951,techno
9865,pop
5424,rock
6442,rock
6540,acoustic
10068,blues
11936,rock
1724,dance
9774,jazz
10445,rock
2013,acoustic
11213,dance
7966,techno
6816,metal
8765,jazz
2436,rock
4801,metal
2939,rock
5874,pop
2799,jazz
5262,jazz
7044,acoustic
6668,country
9933,rock
5921,rock
4713,dance
5406,rock
3948,rock
6987,techno
7592,blues
2389,pop
127,classical
5239,dance
10876,pop
349,metal
5393,pop
5973,techno
5029,acoustic
3883,pop
2439,rock
11406,rock
7970,techno
325,metal
11527,acoustic
4772,jazz
3507,acoustic
5473,techno
6088,blues
9017,acoustic
3099,blues
11987,techno
4354,pop
6329,metal
2716,dance
3336,metal
7210,dance
8441,rock
4603,classical
10455,techno
433,rock
1754,jazz
7326,metal
6577,blues
6154,country
7236,dance
9657,country
8594,blues
10465,techno
622,classical
11033,acoustic
5046,acoustic
8122,classical
889,pop
5307,metal
8718,dance
7246,dance
1948,rock
8277,jazz
11519,acoustic
4678,country
6624,classical
1138,classical
308,metal
6054,blues
1140,classical
1271,jazz
6186,country
10575,blues
8407,rock
3033,acoustic
11689,country
10041,acoustic
6544,acoustic
8170,country
0,acoustic
2283,jazz
11436,rock
11691,country
10052,blues
6234,dance
950,techno
9543,acoustic
1382,pop
5416,rock
5131,classical
3068,blues
4429,rock
1867,pop
3967,techno
11089,blues
1977,techno
7735,dance
3305,metal
8345,metal
158,country
8300,metal
2828,metal
2539,acoustic
3465,techno
7714,dance
1244,dance
11272,jazz
5773,jazz
6289,jazz
3102,classical
1714,dance
9112,classical
6257,jazz
9051,blues
1110,classical
10244,dance
4704,dance
6615,classical
6137,classical
9674,country
269,jazz
4282,jazz
10232,dance
11671,country
3311,metal
10485,techno
2420,rock
6326,metal
2946,rock
2181,country
2331,metal
11219,dance
11975,techno
7548,acoustic
2148,classical
11168,country
9901,rock
464,techno
2682,country
8840,metal
9771,jazz
10146,classical
5942,rock
6730,dance
1921,rock
6542,acoustic
8374,pop
10750,jazz
1122,classical
7964,techno
7658,country
8049,acoustic
4097,blues
10014,acoustic
7901,rock
9481,techno
2881,pop
4543,acoustic
1409,rock
2414,rock
7439,rock
7779,jazz
5101,classical
9805,metal
1224,dance
10801,metal
8023,acoustic
402,rock
10757,jazz
10144,classical
1677,country
7406,rock
32,acoustic
863,pop
46,acoustic
7671,country
1144,classical
4869,pop
10387,pop
1575,blues
480,techno
4036,acoustic
805,metal
10631,classical
3019,acoustic
10948,rock
9956,techno
9333,metal
6957,techno
4609,classical
10450,techno
7179,country
11252,jazz
4361,pop
1684,country
4222,dance
5560,blues
9164,country
7763,jazz
8194,country
946,rock
1775,jazz
2754,jazz
1198,country
3833,metal
10541,acoustic
10306,metal
1241,dance
2572,blues
5959,techno
5177,country
11132,classical
6466,techno
10741,dance
1433,rock
1040,acoustic
7203,dance
3520,acoustic
7386,pop
9616,classical
3194,country
968,techno
8666,country
10047,acoustic
7016,acoustic
573,blues
3817,metal
5905,rock
5281,jazz
2358,pop
2660,country
55,blues
1960,techno
8535,acoustic
438,rock
330,metal
1455,techno
8378,pop
4443,rock
3276,jazz
6475,techno
9406,rock
10795,jazz
5269,jazz
7265,jazz
9565,blues
11651,country
163,country
223,dance
9147,classical
2447,rock
8680,country
10494,techno
2004,acoustic
11894,pop
5595,blues
8937,rock
6387,pop
2535,acoustic
11841,metal
10696,country
5800,metal
11385,pop
5613,classical
2444,rock
3978,techno
3105,classical
10920,rock
3470,techno
6484,techno
4402,rock
11878,pop
9124,classical
1556,blues
8930,rock
7206,dance
8341,metal
4424,rock
7786,jazz
9001,acoustic
6428,rock
58,blues
5141,classical
3505,acoustic
2400,rock
10969,techno
9830,metal
8419,rock
11397,pop
9691,country
2628,classical
2356,pop
3228,dance
5099,blues
424,rock
4518,acoustic
11836,metal
11985,techno
352,pop
6217,dance
8693,country
7870,pop
9415,rock
11197,country
7811,metal
6687,country
5691,country
774,jazz
8777,jazz
5871,pop
1134,classical
54,blues
7186,country
11871,pop
4434,rock
5526,acoustic
3770,jazz
2501,acoustic
8953,techno
3466,techno
8099,blues
9739,dance
11476,techno
1849,metal
747,dance
3981,techno
5627,classical
8815,metal
8630,classical
4864,pop
2961,techno
3689,country
6098,blues
7816,metal
7805,metal
11935,rock
7538,acoustic
10206,dance
1103,classical
4816,metal
3640,classical
6011,acoustic
4535,acoustic
868,pop
769,jazz
11410,rock
8038,acoustic
3184,country
2236,dance
5728,dance
8175,country
2104,classical
3538,acoustic
9706,dance
4841,metal
5975,techno
5247,dance
5698,country
220,dance
10322,metal
4385,pop
8491,techno
10943,rock
6918,rock
620,classical
7826,metal
6204,dance
10971,techno
3915,rock
7468,techno
11463,techno
115,classical
5600,classical
7745,dance
10407,rock
8168,country
1155,country
2349,metal
10976,techno
7885,pop
9553,blues
3761,jazz
7562,blues
10480,techno
8701,dance
6271,jazz
3935,rock
8962,techno
2326,metal
101,classical
11186,country
8450,techno
10949,rock
4289,jazz
2472,techno
986,techno
16,acoustic
6362,pop
1506,acoustic
538,acoustic
5505,acoustic
10816,metal
9430,rock
4836,metal
2874,pop
7109,classical
2020,acoustic
5383,pop
501,acoustic
489,techno
11129,classical
4930,rock
2085,blues
6149,classical
9152,country
9645,classical
11937,rock
8903,rock
10810,metal
9090,blues
8166,country
5123,classical
5731,dance
10632,classical
9036,acoustic
6060,blues
1850,pop
11256,jazz
5398,pop
9023,acoustic
6104,classical
7241,dance
2564,blues
7090,blues
320,metal
4987,techno
2863,pop
7423,rock
4569,blues
1113,classical
3726,dance
5870,pop
2307,metal
11601,classical
4201,dance
977,techno
10934,rock
9146,classical
4552,blues
10159,country
11054,blues
10586,blues
9172,country
435,rock
845,metal
7037,acoustic
6968,techno
754,jazz
10059,blues
3997,techno
7719,dance
3781,jazz
2507,acoustic
6375,pop
10134,classical
9445,rock
735,dance
3095,blues
10761,jazz
4709,dance
8108,classical
1419,rock
6411,rock
8789,jazz
2023,acoustic
3565,blues
10519,acoustic
9057,blues
5524,acoustic
9428,rock
11805,metal
8676,country
3501,acoustic
978,techno
11944,rock
3673,country
4476,techno
4821,metal
3977,techno
3411,rock
11114,classical
9095,blues
5660,country
944,rock
812,metal
4477,techno
2415,rock
2147,classical
5794,jazz
2760,jazz
4108,classical
2127,classical
10010,acoustic
3523,acoustic
9156,country
9255,jazz
9262,jazz
5690,country
11940,rock
1776,jazz
698,country
4329,metal
5917,rock
5687,country
9082,blues
7504,acoustic
5478,techno
1574,blues
5367,pop
4437,rock
5379,pop
9506,acoustic
5497,techno
3987,techno
11304,metal
2487,techno
7866,pop
4529,acoustic
7973,techno
11494,techno
3078,blues
3635,classical
11803,metal
1783,jazz
10043,acoustic
2043,acoustic
4190,country
5716,dance
2915,rock
1441,rock
4752,jazz
11088,blues
2354,pop
2012,acoustic
5203,dance
4131,classical
11964,techno
3285,jazz
7773,jazz
8829,metal
5186,country
11882,pop
9176,country
9230,dance
4182,country
63,blues
2096,blues
11669,country
11396,pop
3851,pop
1329,metal
3959,techno
9914,rock
11846,metal
2765,jazz
6637,classical
9239,dance
591,blues
3584,blues
5418,rock
10429,rock
9631,classical
10477,techno
4566,blues
8259,jazz
6558,blues
11639,classical
8692,country
2603,classical
8058,blues
8861,pop
3508,acoustic
10378,pop
590,blues
3769,jazz
10625,classical
7479,techno
5723,dance
3629,classical
5788,jazz
7535,acoustic
8127,classical
6869,pop
8236,dance
3755,jazz
9629,classical
3132,classical
1808,metal
458,techno
5403,rock
3484,techno
904,rock
6440,rock
4412,rock
266,jazz
10019,acoustic
437,rock
9349,metal
9275,jazz
1968,techno
10474,techno
3671,country
3392,pop
3757,jazz
3988,techno
6451,techno
1165,country
4675,country
7939,rock
7491,techno
3352,pop
4337,metal
7389,pop
4294,jazz
8139,classical
11916,rock
716,dance
6809,metal
2653,country
6517,acoustic
11204,dance
1578,blues
5263,jazz
9786,jazz
7661,country
9199,country
4466,techno
10778,jazz
5339,metal
8165,country
5098,blues
11360,pop
6179,country
9815,metal
10191,country
9734,dance
1024,acoustic
1797,jazz
4940,rock
5316,metal
9946,rock
6212,dance
9742,dance
8713,dance
688,country
11489,techno
8577,blues
11169,country
4261,jazz
1619,classical
2224,dance
6141,classical
10571,blues
10700,dance
2593,blues
6384,pop
10725,dance
509,acoustic
11575,blues
10346,metal
11954,techno
1848,metal
7485,techno
8708,dance
589,blues
3847,metal
6224,dance
9896,pop
1063,blues
6242,dance
1397,pop
2209,dance
6426,rock
10842,metal
5662,country
3094,blues
9062,blues
5083,blues
867,pop
11943,rock
10033,acoustic
2229,dance
11503,acoustic
10301,metal
8042,acoustic
783,jazz
3654,country
2985,techno
2038,acoustic
1675,country
11662,country
9625,classical
10422,rock
8185,country
4926,rock
2738,dance
11711,dance
7802,metal
5634,classical
10581,blues
9143,classical
5066,blues
10102,classical
1588,blues
4059,blues
5961,techno
8556,blues
7648,classical
2213,dance
11179,country
4088,blues
1483,techno
8989,techno
4693,country
6868,pop
10846,metal
9011,acoustic
8200,dance
5407,rock
2830,metal
10332,metal
2365,pop
675,country
2463,techno
8941,rock
1437,rock
11958,techno
3525,acoustic
10784,jazz
3548,acoustic
346,metal
5154,country
555,blues
6800,metal
3992,techno
1210,dance
6739,dance
1837,metal
9328,metal
4659,country
2833,metal
9871,pop
1671,country
5507,acoustic
9091,blues
11118,classical
4907,rock
7818,metal
10002,acoustic
9096,blues
4480,techno
651,country
5948,rock
8568,blues
293,jazz
7518,acoustic
2253,jazz
1801,metal
7028,acoustic
27,acoustic
6864,pop
92,blues
3506,acoustic
10034,acoustic
7691,country
4409,rock
8557,blues
6369,pop
3786,jazz
10954,techno
695,country
1933,rock
8661,country
11390,pop
5653,country
11740,dance
7447,rock
6030,acoustic
4185,country
10544,acoustic
1313,metal
2655,country
4237,dance
9300,metal
2776,jazz
4164,country
9806,metal
11922,rock
507,acoustic
2710,dance
567,blues
7195,country
2822,metal
8514,acoustic
1187,country
7148,classical
7305,metal
8375,pop
8678,country
3585,blues
2757,jazz
7928,rock
3856,pop
6300,metal
7331,metal
4549,acoustic
8747,dance
8509,acoustic
4023,acoustic
8572,blues
1799,jazz
3249,dance
11847,metal
2279,jazz
2635,classical
10583,blues
